ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,MonthlyMortgagePaymentProcessed,DTI,FEDTI,Approved,credit_score_check,ltv_check,dti_43_check,dti_36_check,fedti_check
1,3103.0,317.0,374.0,250.0,268468.0,32216.16,236251.84,1127.9,778,0.88,1351.6233333333334,0.738840906649479,0.43558599205070364,N,0,1,1,0,1
2,2939.0,368.0,395.0,228.0,335467.0,30192.03,305274.97,2240.0,546,0.9099999999999999,2519.5558333333333,1.1944728932743565,0.8572833730293751,N,1,1,1,0,1
3,4676.0,222.0,352.0,368.0,461177.0,36894.16,424282.84,2277.64,736,0.92,2661.9541666666664,0.7707344240091245,0.5692801896207584,N,0,1,1,0,1
4,8469.0,224.0,416.0,400.0,326904.0,22883.28,304020.72,1451.44,761,0.9299999999999999,1723.8600000000001,0.326350218443736,0.20354941551540914,Y,0,1,0,0,0
5,2406.0,497.0,385.0,444.0,472661.0,23633.05,449027.95,2987.39,615,0.9500000000000001,3381.2741666666666,1.9564730534774173,1.4053508589637018,N,1,1,1,0,1
6,9128.0,219.0,424.0,220.0,403922.0,117137.38,286784.62,1719.42,661,0.71,1719.42,0.2829119193689746,0.18836765994741456,Y,0,0,0,0,0
7,8717.0,249.0,363.0,395.0,365483.0,73096.6,292386.4,1232.71,811,0.8,1537.2791666666667,0.2918755496921724,0.17635415471683683,Y,0,1,0,0,0
8,8194.0,315.0,353.0,303.0,269907.0,72874.89,197032.11,1310.86,648,0.73,1310.86,0.2784793751525506,0.15997803270685867,Y,0,0,0,0,0
9,8582.0,261.0,435.0,204.0,248121.0,12406.05,235714.95,1265.37,742,0.9500000000000001,1472.1374999999998,0.2764084712188301,0.17153781169890467,Y,0,1,0,0,0
10,8832.0,351.0,470.0,203.0,408375.0,20418.75,387956.25,2846.69,554,0.95,3187.0025,0.4767892323369566,0.36084720335144926,N,1,1,1,0,1
11,2829.0,254.0,368.0,412.0,472566.0,80336.22,392229.78,1872.56,780,0.8300000000000001,2266.365,1.1666189466242487,0.801118769883351,N,0,1,1,0,1
12,7997.0,476.0,415.0,304.0,476901.0,100149.21,376751.79,2258.82,658,0.7899999999999999,2258.82,0.43188945854695515,0.28245842190821563,N,0,0,1,0,1
13,8815.0,381.0,355.0,358.0,447858.0,62700.12,385157.88,2067.61,733,0.86,2440.8250000000003,0.401001134429949,0.27689449801474764,N,0,1,0,1,0
14,4353.0,407.0,438.0,424.0,401394.0,76264.86,325129.14,2385.68,525,0.81,2720.1749999999997,0.916419710544452,0.6248966230186078,N,1,1,1,0,1
15,8909.0,419.0,422.0,449.0,390002.0,81900.42,308101.58,2260.74,569,0.79,2260.74,0.3985565158828151,0.2537591199910203,N,1,0,0,1,0
16,9580.0,399.0,399.0,385.0,285104.0,37063.52,248040.48,1331.53,706,0.87,1569.1166666666666,0.2872773138482951,0.16379088378566456,Y,0,1,0,0,0
17,4030.0,341.0,420.0,205.0,465246.0,55829.52,409416.48,3004.15,574,0.88,3391.855,1.0813535980148883,0.8416513647642679,N,1,1,1,0,1
18,7012.0,366.0,475.0,406.0,413464.0,70288.88,343175.12,2518.1,570,0.83,2862.653333333333,0.5860886100019016,0.40825061798821066,N,1,1,1,0,1
19,3519.0,288.0,449.0,271.0,241549.0,67633.72,173915.28,1276.13,532,0.72,1276.13,0.6490849673202614,0.36263995453253767,N,1,0,1,0,1
20,4450.0,471.0,468.0,230.0,484448.0,92045.12,392402.88,1873.39,771,0.81,2277.096666666667,0.7744037453183521,0.511707116104869,N,0,1,1,0,1
21,2862.0,444.0,362.0,434.0,499329.0,79892.64,419436.36,2514.73,695,0.84,2930.8375,1.457315688329839,1.0240522361984628,N,0,1,1,0,1
22,4168.0,322.0,439.0,369.0,442517.0,123904.76,318612.24,2337.86,574,0.72,2337.86,0.8320201535508638,0.5609069097888676,N,1,0,1,0,1
23,5472.0,314.0,443.0,379.0,310350.0,27931.5,282418.5,2072.29,650,0.91,2330.915,0.6335736476608187,0.4259713084795322,N,0,1,1,0,1
24,6748.0,311.0,426.0,296.0,342326.0,54772.16,287553.84,2109.97,533,0.8400000000000001,2395.2416666666663,0.5080381841533294,0.35495578936968974,N,1,1,1,0,1
25,3060.0,300.0,411.0,404.0,387148.0,19357.4,367790.6,1974.38,732,0.95,2297.0033333333336,1.1150337690631809,0.7506546840958607,N,0,1,1,0,1
26,8350.0,490.0,434.0,377.0,432555.0,38929.95,393625.05,2888.28,592,0.9099999999999999,3248.7425000000003,0.5448793413173653,0.38907095808383235,N,1,1,1,0,1
27,2527.0,232.0,377.0,322.0,313293.0,56392.74,256900.26,1885.04,585,0.8200000000000001,2146.1175,1.217695884447962,0.849274831816383,N,1,1,1,0,1
28,5236.0,337.0,367.0,240.0,283298.0,70824.5,212473.5,1413.59,639,0.75,1413.59,0.4502654698242934,0.2699751718869366,N,1,0,1,0,0
29,7993.0,392.0,360.0,381.0,412215.0,20610.75,391604.25,2102.22,729,0.95,2445.7324999999996,0.4477333291630176,0.3059842987614162,N,0,1,1,0,1
30,6461.0,295.0,381.0,395.0,239093.0,57382.32,181710.68,1089.45,666,0.76,1089.45,0.3343832224113914,0.16861940876025383,Y,0,0,0,0,0
31,6296.0,255.0,465.0,362.0,329293.0,69151.53,260141.47,1096.77,812,0.79,1096.77,0.3460562261753494,0.1742010800508259,Y,0,0,0,0,0
32,7057.0,348.0,439.0,422.0,297387.0,14869.35,282517.65,2073.01,501,0.9500000000000001,2320.8325000000004,0.5001888196117331,0.32886956213688545,N,1,1,1,0,1
33,6828.0,274.0,361.0,215.0,473699.0,123161.74,350537.26,1673.52,798,0.74,1673.52,0.3695840656121851,0.24509666080843584,N,0,0,0,1,0
34,3138.0,486.0,374.0,441.0,374944.0,89986.56,284957.44,1895.83,615,0.76,1895.83,1.0187476099426387,0.6041523263224984,N,1,0,1,0,1
35,9391.0,282.0,479.0,378.0,364140.0,43696.8,320443.2,1529.84,794,0.88,1833.29,0.31650409966989673,0.19521776168672134,Y,0,1,0,0,0
36,2280.0,251.0,440.0,275.0,322941.0,35523.51,287417.49,1723.21,687,0.89,1992.3275,1.297512061403509,0.8738278508771931,N,0,1,1,0,1
37,2948.0,487.0,438.0,240.0,455446.0,45544.6,409901.4,2200.44,723,0.9,2579.9783333333335,1.2703454319312528,0.8751622568973315,N,0,1,1,0,1
38,8158.0,339.0,368.0,309.0,243152.0,46198.88,196953.12,1057.29,707,0.8099999999999999,1259.9166666666665,0.2789797335948353,0.15443940508294515,Y,0,1,0,0,0
39,6888.0,483.0,479.0,260.0,460899.0,87570.81,373328.19,2238.29,664,0.81,2622.3725,0.5581260888501742,0.38071610046457605,N,0,1,1,0,1
40,5898.0,420.0,383.0,229.0,237732.0,54678.36,183053.64,1217.86,636,0.77,1217.86,0.38146151237707693,0.20648694472702608,N,1,0,0,1,0
41,6836.0,438.0,451.0,250.0,349490.0,97857.2,251632.8,1846.39,522,0.72,1846.39,0.43671591574019897,0.2700980105324751,N,1,0,1,0,0
42,2004.0,338.0,447.0,297.0,286237.0,71559.25,214677.75,1575.23,586,0.75,1575.23,1.3259630738522954,0.7860429141716567,N,1,0,1,0,1
43,9018.0,433.0,455.0,253.0,307261.0,15363.05,291897.95,1566.97,710,0.9500000000000001,1823.0208333333335,0.32867829156501815,0.20215356324388262,Y,0,1,0,0,0
44,2096.0,279.0,386.0,380.0,465616.0,116404.0,349212.0,1667.19,795,0.75,1667.19,1.2939837786259543,0.7954150763358779,N,0,0,1,0,1
45,9876.0,496.0,388.0,325.0,322165.0,38659.8,283505.2,1699.76,678,0.88,1968.2308333333333,0.3217123160523829,0.19929433306331848,Y,0,1,0,0,0
46,4922.0,334.0,433.0,351.0,269467.0,48504.06,220962.94,1621.35,556,0.8200000000000001,1845.9058333333332,0.6021750981985643,0.3750316605715833,N,1,1,1,0,1
47,4310.0,431.0,466.0,362.0,438470.0,65770.5,372699.5,2000.73,732,0.85,2366.121666666667,0.8410955143078114,0.5489841453982985,N,0,1,1,0,1
48,4701.0,420.0,434.0,210.0,341408.0,30726.72,310681.28,1483.24,766,0.91,1767.7466666666667,0.602371126710629,0.37603630433241153,N,0,1,1,0,1
49,7641.0,340.0,469.0,286.0,291836.0,26265.24,265570.76,1948.66,541,0.91,2191.8566666666666,0.43016053745146793,0.286854687431837,N,1,1,1,0,1
50,3460.0,410.0,465.0,428.0,271147.0,67786.75,203360.25,1091.68,745,0.75,1091.68,0.6921040462427747,0.31551445086705204,N,0,0,1,0,1
51,2532.0,308.0,459.0,286.0,451273.0,67690.95,383582.05,2814.59,576,0.85,3190.6508333333336,1.6760074381253292,1.2601306608741445,N,1,1,1,0,1
52,2746.0,219.0,408.0,242.0,430821.0,86164.2,344656.8,2066.39,659,0.7999999999999999,2066.39,1.0689694100509832,0.7525091041514931,N,0,0,1,0,1
53,8811.0,316.0,391.0,363.0,315497.0,44169.58,271327.42,1626.74,674,0.86,1889.6541666666667,0.335904456550524,0.21446534634736883,Y,0,1,0,0,0
54,2824.0,361.0,403.0,424.0,396207.0,95089.68,301117.32,1805.35,693,0.76,1805.35,1.0599681303116146,0.6392882436260623,N,0,0,1,0,1
55,6239.0,221.0,467.0,293.0,239831.0,64754.37,175076.63,1284.65,586,0.73,1284.65,0.3631431319121654,0.20590639525564997,N,1,0,0,1,0
56,9076.0,405.0,379.0,316.0,462570.0,46257.0,416313.0,2769.74,625,0.9,3155.2149999999997,0.4688425517849273,0.3476437858087263,N,1,1,1,0,1
57,7093.0,366.0,421.0,243.0,294303.0,61803.63,232499.37,1546.82,633,0.79,1546.82,0.36329056816579725,0.21807697730156492,N,1,0,0,1,0
58,5780.0,468.0,459.0,407.0,440180.0,70428.8,369751.2,2713.1,546,0.8400000000000001,3079.9166666666665,0.7636534025374855,0.5328575547866206,N,1,1,1,0,1
59,7589.0,313.0,402.0,216.0,358911.0,46658.43,312252.57,2291.2,515,0.87,2590.2925,0.46399953880616684,0.3413219791803927,N,1,1,1,0,1
60,9852.0,230.0,376.0,303.0,429903.0,77382.54,352520.46,2345.33,634,0.8200000000000001,2703.5825,0.36668519082419815,0.2744196609825416,N,1,1,0,1,0
61,2638.0,418.0,403.0,323.0,298247.0,17894.82,280352.18,1680.85,653,0.94,1929.3891666666666,1.1650451731109428,0.7313833080616629,N,0,1,1,0,1
62,3138.0,293.0,460.0,232.0,284459.0,17067.54,267391.46,1127.33,842,0.9400000000000001,1364.3791666666666,0.748686796260888,0.4347925961334183,N,0,1,1,0,1
63,7597.0,301.0,463.0,378.0,422126.0,42212.6,379913.4,1813.76,755,0.9,2165.5316666666668,0.43537339300601113,0.2850508972840156,N,0,1,1,0,1
64,7296.0,365.0,478.0,324.0,367543.0,102912.04,264630.96,1760.6,639,0.7200000000000001,1760.6,0.4012609649122807,0.24131030701754386,N,1,0,0,1,0
65,9393.0,327.0,351.0,396.0,492711.0,137959.08,354751.92,2360.17,619,0.72,2360.17,0.3656094964335143,0.25126903012881935,N,1,0,0,1,0
66,3192.0,305.0,472.0,403.0,258932.0,23303.88,235628.12,1264.9,716,0.91,1480.6766666666667,0.8335453216374269,0.4638711361737678,N,0,1,1,0,1
67,7969.0,293.0,497.0,235.0,279250.0,80982.5,198267.5,1188.71,654,0.71,1188.71,0.2777901869745263,0.14916677123854938,Y,0,0,0,0,0
68,9814.0,288.0,446.0,342.0,367849.0,44141.88,323707.12,1545.43,775,0.88,1851.9708333333333,0.2983463249779227,0.18870703416887438,Y,0,1,0,0,0
69,4689.0,243.0,466.0,346.0,250049.0,32506.37,217542.63,1038.58,773,0.87,1246.9541666666667,0.4909264590886471,0.2659317907158598,N,0,1,1,0,0
70,7562.0,475.0,416.0,277.0,324348.0,64869.6,259478.4,1903.96,539,0.7999999999999999,1903.96,0.40623644538481885,0.25177995239354667,N,1,0,0,1,0
71,8139.0,349.0,425.0,438.0,466044.0,69906.6,396137.4,1891.22,796,0.8500000000000001,2279.59,0.42899496252610886,0.2800823196952943,N,0,1,0,1,1
72,8185.0,404.0,482.0,313.0,296998.0,41579.72,255418.28,1371.14,737,0.86,1618.6383333333333,0.3442441457951537,0.19775666870291184,Y,0,1,0,0,0
73,2670.0,395.0,410.0,316.0,430636.0,120578.08,310057.92,2062.82,646,0.72,2062.82,1.1924419475655432,0.7725917602996255,N,0,0,1,0,1
74,2477.0,324.0,398.0,358.0,431552.0,25893.12,405658.88,2976.58,584,0.9400000000000001,3336.2066666666665,1.7828852106042257,1.346873906607455,N,1,1,1,0,1
75,8620.0,244.0,486.0,214.0,453685.0,36294.8,417390.2,3062.66,549,0.92,3440.730833333333,0.5086694702242845,0.3991567092034029,N,1,1,1,0,1
76,8181.0,412.0,360.0,213.0,305392.0,58024.48,247367.52,1483.09,698,0.8099999999999999,1737.5833333333333,0.3327934645316383,0.21239253554985127,Y,0,1,0,0,0
77,3913.0,362.0,426.0,274.0,248170.0,37225.5,210944.5,1132.4,726,0.85,1339.2083333333335,0.6136489479512736,0.34224593236221146,N,0,1,1,0,1
78,7127.0,278.0,431.0,234.0,491642.0,132743.34,358898.66,2151.78,698,0.73,2151.78,0.43423319769889157,0.30191946120387264,N,0,0,1,0,1
79,2138.0,397.0,488.0,233.0,462541.0,87882.79,374658.21,2246.27,649,0.81,2631.7208333333333,1.753845104458996,1.2309264889304645,N,0,1,1,0,1
80,8136.0,258.0,457.0,396.0,407840.0,77489.6,330350.4,1773.39,709,0.81,2113.2566666666667,0.39629506719108487,0.25974147820386756,N,0,1,0,1,0
81,7944.0,384.0,414.0,353.0,304287.0,69986.01,234300.99,1558.81,645,0.77,1558.81,0.34111404833836856,0.19622482376636455,Y,0,0,0,0,0
82,9845.0,247.0,464.0,335.0,356831.0,67797.89,289033.11,1922.94,637,0.8099999999999999,2220.2991666666667,0.3317723886913831,0.22552556289148468,N,1,1,0,0,0
83,7436.0,244.0,374.0,273.0,302894.0,72694.56,230199.44,1689.12,531,0.76,1689.12,0.34697686928456156,0.227154384077461,N,1,0,0,0,0
84,2588.0,300.0,451.0,204.0,272185.0,54437.0,217748.0,1597.76,565,0.8,1824.5808333333334,1.0740265971148892,0.7050157779495106,N,1,1,1,0,1
85,8097.0,387.0,443.0,295.0,258761.0,38814.15,219946.85,1318.69,695,0.85,1534.3241666666668,0.32843326746531637,0.1894929191881767,Y,0,1,0,0,0
86,7764.0,489.0,451.0,292.0,453895.0,63545.3,390349.7,2095.48,704,0.86,2473.7258333333334,0.4772959599862614,0.3186148677657565,N,0,1,1,0,1
87,5770.0,408.0,474.0,415.0,273532.0,13676.6,259855.4,1728.82,644,0.95,1956.7633333333333,0.5639104563835933,0.3391270941652224,N,0,1,1,0,1
88,3343.0,264.0,374.0,248.0,433090.0,34647.2,398442.8,2650.85,619,0.9199999999999999,3011.758333333333,1.1659462558580118,0.9009148469438628,N,1,1,1,0,1
89,8256.0,233.0,499.0,400.0,392365.0,102014.9,290350.1,2130.49,502,0.74,2130.49,0.3951659399224806,0.2580535368217054,N,1,0,0,1,0
90,5571.0,452.0,431.0,245.0,486339.0,121584.75,364754.25,1958.08,736,0.75,1958.08,0.5539544067492371,0.35147729312511217,N,0,0,1,0,1
91,6880.0,488.0,438.0,270.0,429352.0,38641.68,390710.32,2866.89,529,0.91,3224.6833333333334,0.6425411821705427,0.4687039728682171,N,1,1,1,0,1
92,4963.0,355.0,354.0,256.0,470956.0,47095.6,423860.4,2023.57,778,0.9,2416.0333333333333,0.6812479011350662,0.48680905366377863,N,0,1,1,0,1
93,9908.0,340.0,408.0,415.0,493646.0,128347.96,365298.04,1743.99,763,0.74,1743.99,0.2933982640290674,0.1760183689947517,Y,0,0,0,0,0
94,8921.0,481.0,475.0,443.0,299451.0,59890.2,239560.8,1757.81,503,0.7999999999999999,1757.81,0.35386279565071177,0.19704181145611477,N,1,0,0,0,0
95,7028.0,424.0,433.0,348.0,451762.0,76799.54,374962.46,2494.63,621,0.8300000000000001,2871.0983333333334,0.5799798425346234,0.4085228135078733,N,1,1,1,0,1
96,9467.0,481.0,352.0,370.0,299205.0,44880.75,254324.25,1365.27,718,0.85,1614.6075,0.2976241153480511,0.17055112496038874,Y,0,1,0,0,0
97,3408.0,427.0,417.0,326.0,454991.0,104647.93,350343.07,2330.84,613,0.77,2330.84,1.0272417840375587,0.6839319248826291,N,1,0,1,0,1
98,9160.0,228.0,455.0,252.0,299081.0,74770.25,224310.75,1204.15,707,0.75,1204.15,0.23353165938864628,0.13145742358078605,Y,0,0,0,0,0
99,5200.0,438.0,480.0,447.0,387588.0,34882.92,352705.08,2588.02,548,0.91,2911.01,0.8223096153846154,0.5598096153846154,N,1,1,1,0,1
100,4704.0,467.0,422.0,431.0,453290.0,45329.0,407961.0,2993.47,589,0.9,3371.2116666666666,0.997281391723356,0.7166691468253968,N,1,1,1,0,1
101,3566.0,291.0,479.0,353.0,443941.0,53272.92,390668.08,2866.58,523,0.88,3236.5308333333332,1.22252687418209,0.9076081977939802,N,1,1,1,0,1
102,8837.0,424.0,433.0,310.0,395914.0,51468.82,344445.18,2527.42,585,0.87,2857.3483333333334,0.45539757081965976,0.32333917996303424,N,1,1,1,0,1
103,2985.0,420.0,402.0,274.0,484150.0,101671.5,382478.5,2293.15,680,0.79,2293.15,1.135393634840871,0.7682244556113903,N,0,0,1,0,1
104,8870.0,268.0,409.0,346.0,348057.0,34805.7,313251.3,1878.1,652,0.8999999999999999,2168.1475,0.35976860202931227,0.2444360202931229,Y,0,1,0,0,0
105,7171.0,460.0,449.0,261.0,347111.0,34711.1,312399.9,1677.03,730,0.9,1966.2891666666667,0.4373572955887138,0.2742001348022126,N,0,1,1,0,0
106,8901.0,410.0,440.0,381.0,366209.0,43945.08,322263.92,2364.66,565,0.88,2669.8341666666665,0.43824673257686403,0.29994766505636067,N,1,1,1,0,1
107,4289.0,256.0,387.0,348.0,462369.0,134087.01,328281.99,1567.27,781,0.71,1567.27,0.5964723711820937,0.36541618092795525,N,0,0,1,0,1
108,9265.0,493.0,471.0,222.0,399977.0,95994.48,303982.52,2230.52,569,0.76,2230.52,0.36875553157042634,0.2407468969239072,N,1,0,0,1,0
109,9740.0,354.0,406.0,237.0,385752.0,42432.72,343319.28,1843.01,705,0.8900000000000001,2164.47,0.32458624229979466,0.2222248459958932,Y,0,1,0,0,0
110,9018.0,324.0,406.0,276.0,237087.0,68755.23,168331.77,1119.92,607,0.71,1119.92,0.23574184963406522,0.12418718119316922,N,1,0,0,0,0
111,5927.0,486.0,383.0,282.0,397229.0,35750.61,361478.39,1524.01,841,0.91,1855.0341666666666,0.5071763399133906,0.31298028794780947,N,0,1,1,0,1
112,7132.0,413.0,433.0,420.0,275140.0,41271.0,233869.0,986.0,837,0.85,1215.2833333333333,0.34790848756776965,0.17039867264909328,Y,0,1,0,0,0
113,5986.0,337.0,456.0,410.0,485934.0,68030.76,417903.24,1995.13,781,0.86,2400.0750000000003,0.6019169729368528,0.4009480454393585,N,0,1,1,0,1
114,2478.0,330.0,442.0,271.0,372498.0,44699.76,327798.24,1382.01,843,0.88,1692.425,1.1038841807909605,0.6829802259887006,N,0,1,1,0,1
115,9399.0,251.0,368.0,281.0,363241.0,39956.51,323284.49,1735.46,745,0.89,2038.1608333333334,0.31260355711600524,0.21684868957690534,Y,0,1,0,0,0
116,3141.0,228.0,385.0,391.0,302726.0,45408.9,257317.1,1228.47,783,0.85,1480.7416666666668,0.7910670699352648,0.47142364427464717,N,0,1,1,0,1
117,2801.0,415.0,447.0,267.0,484987.0,53348.57,431638.43,2871.7,620,0.89,3275.855833333333,1.572601154349637,1.16953082232536,N,1,1,1,0,1
118,7145.0,348.0,379.0,359.0,248811.0,64690.86,184120.14,1103.89,682,0.7400000000000001,1103.89,0.30649265220433874,0.15449825052484256,Y,0,0,0,0,0
119,5382.0,360.0,462.0,392.0,393000.0,102180.0,290820.0,1226.11,809,0.74,1226.11,0.45338350055741355,0.22781679672984018,N,0,0,1,0,0
120,9986.0,227.0,386.0,438.0,266420.0,61276.6,205143.4,1505.27,536,0.77,1505.27,0.25598537953134387,0.15073803324654517,N,1,0,0,0,0
